post-thumbnail href,attachment-medium src,cat-tag href,cat-tag,entry-date,entry-title,author,author href,avatar src,url,url href,post-thumbnail href 2,attachment-medium src 2,cat-tag href 2,cat-tag 2,entry-date 2,entry-title 2,author 2,author href 2,avatar src 2,url 2,url href 2,updated
https://www.altnews.in/old-video-from-kuwait-falsely-shared-as-muslim-maid-mixing-urine-into-juice-at-sp-leaders-home/,https://www.altnews.in/wp-content/uploads/2025/01/Copy-of-Feature-Image-Template-79-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,21st January 2025,Old video from Kuwait falsely shared as Muslim maid mixing urine into juice at SP leader’s home,by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/viral-images-of-kejriwal-ayenge-hoardings-at-tihar-jail-are-fake/,https://www.altnews.in/wp-content/uploads/2025/01/Copy-of-FI-Kit-2025-01-14T123653.314-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,14th January 2025,Viral images of ‘Kejriwal Ayenge’ hoardings at Tihar Jail are fake,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,
https://www.altnews.in/false-claim-of-a-pakistani-son-got-married-to-his-mother-got-viral-on-social-media/,https://www.altnews.in/wp-content/uploads/2025/01/Pakistan-marriage--300x157.jpg,https://www.altnews.in/topics/politics/,Politics,10th January 2025,Muslim man married his own mother in Pakistan? False claim viral,by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,https://www.altnews.in/video-shared-to-mock-the-bjp-showing-rahul-gandhi-breaking-140-coconuts-in-a-matter-of-seconds-is-morphed/,https://www.altnews.in/wp-content/uploads/2024/12/20241222_205244_0000-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th December 2024,Video showing Rahul Gandhi smashing 140 coconuts in apparent dig at BJP is morphed,by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,
https://www.altnews.in/bjp-delhi-and-its-leaders-shared-old-edited-image-of-a-road-to-target-aap/,https://www.altnews.in/wp-content/uploads/2024/12/road-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th December 2024,"BJP Delhi, party leaders share doctored image to show potholes on roads",by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,https://www.altnews.in/video-from-hathras-stampede-falsely-viral-as-killing-of-hindus-in-bangladesh/,https://www.altnews.in/wp-content/uploads/2024/12/Copy-of-FI-Kit-2024-12-05T165119.719-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,5th December 2024,Video from Hathras stampede falsely viral as killing of Hindus in Bangladesh,by,https://www.altnews.in/author/prantikali/,https://secure.gravatar.com/avatar/021959ca584ad860e3e8e65a629cd8e7?s=32&d=identicon&r=g,Prantik Ali,https://www.altnews.in/author/prantikali/,
https://www.altnews.in/accused-of-stone-pelting-on-vande-bharat-express-are-not-muslims/,https://www.altnews.in/wp-content/uploads/2024/11/ubli-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,4th December 2024,"Vande Bharat stone-pelting: 2 Hindu accused misidentified as Salman, Shahid to add communal spin",by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,https://www.altnews.in/old-video-of-nancy-pelosi-misattributed-to-donald-trumps-recent-presidential-victory/,https://www.altnews.in/wp-content/uploads/2024/11/nancy-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,18th November 2024,Old video of Nancy Pelosi misattributed to Donald Trump’s recent Presidential victory,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,
https://www.altnews.in/fact-check-viral-video-of-train-accident-near-bikaner-is-actually-a-mock-drill/,https://www.altnews.in/wp-content/uploads/2024/11/mock-drill-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,18th November 2024,Fact Check: Viral Video of Train Accident Near Bikaner is Actually a Mock Drill,by,https://www.altnews.in/author/prantikali/,https://secure.gravatar.com/avatar/021959ca584ad860e3e8e65a629cd8e7?s=32&d=identicon&r=g,Prantik Ali,https://www.altnews.in/author/prantikali/,https://www.altnews.in/no-brics-nations-have-not-launched-an-official-joint-currency/,https://www.altnews.in/wp-content/uploads/2024/11/Copy-of-FI-Kit-2024-11-09T133741.842-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,9th November 2024,"No, BRICS nations have not launched an official joint currency",by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,
https://www.altnews.in/crowd-chants-bobby-bobby-at-trump-rally-indian-right-wing-hears-modi-modi/,https://www.altnews.in/wp-content/uploads/2024/11/Copy-of-FI-Kit-2024-11-07T151152.415-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,7th November 2024,"Crowd chants ‘Bobby Bobby’ at Trump rally, Indian Right Wing hears ‘Modi Modi’",by,https://www.altnews.in/author/prantikali/,https://secure.gravatar.com/avatar/021959ca584ad860e3e8e65a629cd8e7?s=32&d=identicon&r=g,Prantik Ali,https://www.altnews.in/author/prantikali/,https://www.altnews.in/scene-from-stage-play-viral-as-rss-founder-hedgewars-final-words-to-followers/,https://www.altnews.in/wp-content/uploads/2024/10/Copy-of-FI-Kit-2024-10-29T204546.317-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,29th October 2024,Scene from stage play viral as RSS founder Hedgewar’s final words to followers,by,https://www.altnews.in/author/prantikali/,https://secure.gravatar.com/avatar/021959ca584ad860e3e8e65a629cd8e7?s=32&d=identicon&r=g,Prantik Ali,https://www.altnews.in/author/prantikali/,
https://www.altnews.in/controversial-meme-on-kolkata-mayor-firhad-hakim-not-shared-from-my-facebook-account-minakshi-mukherjee/,https://www.altnews.in/wp-content/uploads/2024/10/Copy-of-FI-Kit-2024-10-29T124718.962-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,29th October 2024,Controversial meme on Kolkata mayor Firhad Hakim not shared from my Facebook account: Minakshi Mukherjee,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,https://www.altnews.in/old-video-from-bangladesh-falsely-viral-as-idols-vandalized-in-dhaka-during-durga-puja/,https://www.altnews.in/wp-content/uploads/2024/10/Copy-of-FI-Kit-2024-10-15T113130.037-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,15th October 2024,Old video from Bangladesh falsely viral as idols vandalized in Dhaka during Durga Puja,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,
https://www.altnews.in/photo-of-father-and-daughter-from-hindu-wedding-viral-with-false-claims/,https://www.altnews.in/wp-content/uploads/2024/10/Copy-of-FI-Kit-2024-10-07T113835.611-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,7th October 2024,Photo of father and daughter from Hindu wedding viral with false claims,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,https://www.altnews.in/rampur-iron-rod-found-on-railway-track-given-false-communal-angle/,https://www.altnews.in/wp-content/uploads/2024/10/train-300x157.jpeg,https://www.altnews.in/topics/politics/,Politics,5th October 2024,"Iron rod on rail tracks: Two arrested identified as Sandeep, Bijendra; police reject conspiracy claims",by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,
https://www.altnews.in/sp-mla-mehboob-ali-did-not-say-muslims-would-end-bjp-rule-clipped-video-sparks-misreports-fir/,https://www.altnews.in/wp-content/uploads/2024/10/FI-Template-2024-10-03T223113.921-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,3rd October 2024,"SP MLA Mehboob Ali did not say Muslims would end BJP rule; clipped video sparks misreports, FIR",by,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://www.altnews.in/false-claim-of-namaziz-are-pushing-and-rying-to-invade-bhagyalakshmi-temple-in-hyderabad/,https://www.altnews.in/wp-content/uploads/2024/10/hyd-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,3rd October 2024,False claims of attack on Hyderabad Bhagyalakshmi temple viral,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,4th October 2024
https://www.altnews.in/fact-check-east-timor-video-is-viral-as-aimim-mumbai-chalo-rally/,https://www.altnews.in/wp-content/uploads/2024/09/mumbai-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,1st October 2024,Old video from East Timor viral as show of strength by Muslims in Mumbai,by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,https://www.altnews.in/rail-minister-ashwini-vaishnaw-tweets-peru-rail-video-to-promote-vande-bharat/,https://www.altnews.in/wp-content/uploads/2024/09/Copy-of-Feature-Image-Template-2024-09-30T143131.580-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th September 2024,Rail minister Ashwini Vaishnaw tweets Peru Rail video to promote Vande Bharat,Shinjinee Majumder,https://www.altnews.in/author/shinjinee/,https://secure.gravatar.com/avatar/bad550619b615e80fba86b811e22f0bb?s=32&d=identicon&r=g,,,1st October 2024
https://www.altnews.in/alt-news-impact-meta-removes-disclaimer-of-bjp-proxy-page/,https://www.altnews.in/wp-content/uploads/2024/09/Alt-News-Investigation-Meta-removes-disclaimer-of-BJP-proxy-page-one-of-the-the-top-5-political-ad-spenders-in-India-in-last-30-days-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th September 2024,Alt News Impact: Meta acts against pro-BJP proxy page for violating disclaimer policy in political ads,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/jagan-mohan-reddy-refused-temple-prasad-tdp-makes-false-claim-with-clipped-video/,https://www.altnews.in/wp-content/uploads/2024/09/jagan-reddy--300x157.jpg,https://www.altnews.in/topics/politics/,Politics,30th September 2024,Jagan Mohan Reddy refused temple prasad? TDP makes false claim with clipped video,by,https://www.altnews.in/author/priyanka-jha/,https://www.altnews.in/wp-content/uploads/2021/08/avatar_user_30_1601386501-80x80-1.jpg,Priyanka Jha,https://www.altnews.in/author/priyanka-jha/,
https://www.altnews.in/shimla-sp-same-date-of-birth-on-aadhaar-cards-result-of-default-auto-fill-rejects-propaganda-false-narrative/,https://www.altnews.in/wp-content/uploads/2024/09/Copy-of-FI-Kit-2024-09-26T155827.406-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,26th September 2024,Shimla SP: Same date of birth on Aadhaar cards result of default auto-fill; rejects ‘propaganda’ & ‘false narrative’,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,https://www.altnews.in/video-of-bhagpat-muslim-youths-with-religious-flag-shared-as-pakistani-flag/,https://www.altnews.in/wp-content/uploads/2024/09/Baghpat-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,24th September 2024,Baghpat: Religious ensigns on bikes of Muslim youths peddled as Pakistani flags; video falsely viral,by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,
https://www.altnews.in/kc-venugopal-did-not-give-any-statement-regarding-ending-reservation-fake-news-paper-clip-viral/,https://www.altnews.in/wp-content/uploads/2024/09/kcv-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,24th September 2024,"Did K C Venugopal state Congress would abolish reservations? No, viral newspaper clipping is fake",by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/sex-workers-beaten-up-in-dhaka-video-falsely-viral-as-attack-on-hindus-for-not-wearing-burqa/,https://www.altnews.in/wp-content/uploads/2024/09/Copy-of-FI-Kit-2024-09-20T150150.391-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,20th September 2024,Sex workers beaten up in Dhaka: Video falsely viral as attack on Hindus for not wearing burqa,by,https://www.altnews.in/author/prantikali/,https://secure.gravatar.com/avatar/021959ca584ad860e3e8e65a629cd8e7?s=32&d=identicon&r=g,Prantik Ali,https://www.altnews.in/author/prantikali/,24th September 2024
https://www.altnews.in/fake-press-note-of-adani-group-warning-protestors-gone-viral/,https://www.altnews.in/wp-content/uploads/2024/09/adani-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,18th September 2024,Adani Group: Viral ‘press release’ with admission of bribery in Kenya is fake,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/ai-image-of-algerian-boxer-imane-khelif-with-male-physical-features-viral/,https://www.altnews.in/wp-content/uploads/2024/09/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-41-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,16th September 2024,AI image of Algerian boxer Imane Khelif with male physical features viral,by,https://www.altnews.in/author/abiradas/,https://secure.gravatar.com/avatar/8ebae6a59c55878a9a2865e984171e1b?s=32&d=identicon&r=g,Abira Das,https://www.altnews.in/author/abiradas/,
https://www.altnews.in/edited-video-of-bhupender-singh-hoodda-speech-viral-with-false-claim-fact-check/,https://www.altnews.in/wp-content/uploads/2024/09/hooda-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,13th September 2024,Bhupinder Singh Hooda’s anti-reservation statement: The viral news clipping is a doctored video,by,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/wp-content/uploads/2022/04/187085575_112807037646922_279397405360121640_n-min1-150x150.jpg,Abhishek Kumar,https://www.altnews.in/author/abhishekkumar/,https://www.altnews.in/knife-wielding-miscreant-nabbed-by-cops-kalaburagi-video-from-feb-2023-falsely-viral/,https://www.altnews.in/wp-content/uploads/2024/09/Copy-of-FI-Kit-2024-09-11T123001.699-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,11th September 2024,Knife-wielding miscreant nabbed by cops: Kalaburagi video from Feb 2023 falsely viral,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,16th September 2024
https://www.altnews.in/viral-nitish-lalu-meeting-video-is-from-2022-political-game-changer-speculation-baseless/,https://www.altnews.in/wp-content/uploads/2024/09/Copy-of-FI-Kit-2024-09-06T205408.577-300x157.jpg,https://www.altnews.in/topics/politics/,Politics,6th September 2024,Viral Nitish-Lalu meeting video is from 2022; ‘political game-changer’ speculation baseless,by,https://www.altnews.in/author/ankita/,https://secure.gravatar.com/avatar/431fc2b48bc384dede6e52f5c00fd9f3?s=32&d=identicon&r=g,Ankita Mahalanobish,https://www.altnews.in/author/ankita/,https://www.altnews.in/mk-stalin-visited-new-york-morphed-image-of-times-square-shared-fact-check/,https://www.altnews.in/wp-content/uploads/2024/09/times-square-300x169.jpg,https://www.altnews.in/topics/politics/,Politics,6th September 2024,"M K Stalin photo at Times Square, New York? The viral image is edited",by,https://www.altnews.in/author/pawan/,https://secure.gravatar.com/avatar/d0e6376c009a577233dd9afb60f69896?s=32&d=identicon&r=g,Pawan Kumar,https://www.altnews.in/author/pawan/,6th September 2024
